religion,page,text
judaism,Orthodox Judaism,"Orthodox Judaism is a collective term for the traditionalist branches of contemporary Judaism. Theologically, it is chiefly defined by regarding the Torah, both Written and Oral, as literally revealed by God on Mount Sinai and faithfully transmitted ever since."
judaism,Orthodox Judaism,"Orthodox Judaism therefore advocates a strict observance of Jewish law, or halakha, which is to be interpreted and determined only according to traditional methods and in adherence to the continuum of received precedent through the ages. It regards the entire halakhic system as ultimately grounded in immutable revelation, essentially beyond external and historical influence."
judaism,Orthodox Judaism,"More than any theoretical issue, obeying the dietary, purity, ethical and other laws of halakha is the hallmark of Orthodoxy. Observant Orthodox Jews are distinguishable by their lifestyle, refraining from doing numerous routine actions on the Sabbath and holidays, consuming only kosher food, praying thrice a day, studying the Torah often, donning head covering and tassels for men and modest clothing for women, and so forth."
judaism,Orthodox Judaism,"Other key doctrines include belief in a future bodily resurrection of the dead, divine reward and punishment for the righteous and the sinners, the Election of Israel as a people bound by a covenant with God, and an eventual reign of a salvific Messiah who will restore the Temple in Jerusalem and gather the people to Zion. Orthodox Judaism is not a centralized denomination."
judaism,Orthodox Judaism,"Relations between its different subgroups are often strained, and the exact limits of Orthodoxy are subject to intense debate. Very roughly, it may be divided between the Haredi branch, commonly referred to as Ultra-Orthodox, which is more conservative and reclusive, and the Modern Orthodox, which is relatively open to larger society and partakes in secular life and culture."
judaism,Orthodox Judaism,"Each of those is itself formed of independent communities. These are almost uniformly exclusionist, regarding Orthodoxy as the only legitimate form of Judaism."
judaism,Orthodox Judaism,"While adhering to traditional beliefs, the movement is a modern phenomenon. It arose as a result of the breakdown of the autonomous Jewish community since the late 18th century, and was much shaped by a conscious struggle against the pressures of secularization, acculturation and rival alternatives."
judaism,Orthodox Judaism,"The strictly observant Orthodox are a definite minority among all Jews, but there are also numerous semi- and non-practicing persons who are affiliated or personally identify with Orthodox communities and organizations. In total, Orthodox Judaism is the largest Jewish religious group, estimated to have over 2 million practicing adherents, and at least an equal number of nominal members or self-identifying supporters."
atheism,Atheism,"Atheism, in the broadest sense, is an absence of belief in the existence of deities. Less broadly, atheism is a rejection of the belief that any deities exist."
atheism,Atheism,"In an even narrower sense, atheism is specifically the position that there are no deities. Atheism is contrasted with theism, which is the belief that at least one deity exists."
atheism,Atheism,"Historically, evidence of atheistic viewpoints can be traced back to classical antiquity and early Indian philosophy. In the Western world, atheism declined after Christianity gained prominence."
atheism,Atheism,The 16th century and the Age of Enlightenment marked the resurgence of atheistic thought in Europe. Atheism achieved a significant position worldwide in the 20th century.
atheism,Atheism,"Estimates of those who have an absence of theistic belief range from 500 million to 1.1 billion people. Atheist organizations have defended the autonomy of science, freedom of thought, secularism, and secular ethics."
atheism,Atheism,"Arguments for atheism range from philosophical to scientific to social approaches. Rationales for not believing in deities include the lack of evidence, the problem of evil, the argument from inconsistent revelations, the rejection of concepts that cannot be falsified, and the argument from nonbelief."
atheism,Atheism,"Nonbelievers contend that atheism is a more parsimonious position than theism and that everyone is born without beliefs in deities; therefore, they argue that the burden of proof lies not on the atheist to disprove the existence of gods but on the theist to provide a rationale for theism."
atheism,Agnosticism,"Agnosticism is a position that questions the existence of God or the divine. On a psychological level, it is a personal attitude that suspends judgment, withholding both belief and disbelief."
atheism,Agnosticism,"In philosophy, agnosticism is often treated as a general claim stating that God's existence is unknown or unknowable. In the broadest sense, agnosticism is not restricted to theology and can also express skeptical attitudes toward non-religious claims."
atheism,Agnosticism,"Agnosticism contrasts with theism, which affirms God's existence, and atheism, which denies it. It is understood either as a neutral middle ground between the two or as a rejection of their shared assumption that knowledge is attainable."
atheism,Agnosticism,"Agnosticism is often characterized as an informed indecision by someone who has reflected on the issue but has not reached a conclusion, distinguishing agnostics from those who have never considered the issue. It is related to skepticism and fallibilism, which deny that knowledge or absolute certainty is possible."
atheism,Agnosticism,Various arguments for and against agnosticism are discussed in the academic literature. Proponents typically hold that evidence regarding God's existence is inconclusive and that intellectual humility demands suspending judgment.
atheism,Agnosticism,"Different groups of critics contend that there is decisive evidence either for or against God's existence, or that the absence of decisive evidence leaves disbelief, rather than the suspension of judgment, as the default attitude. Agnosticism is often associated with a secular lifestyle that resembles atheism in practice."
atheism,Agnosticism,"However, it does not necessarily preclude religion. For example, agnostic theists believe in God while denying that true knowledge of the divine is possible."
atheism,Agnosticism,"The term agnosticism was coined in the 19th century by Thomas Henry Huxley, who rejected speculative theological and metaphysical conclusions without sufficient evidence. However, its precursors and theoretical roots trace back to antiquity, including ideas found in ancient Greek and Indian thought."
atheism,Secularism,"Secularism is the principle of seeking to conduct human affairs based on naturalistic considerations, uninvolved with religion. It is most commonly thought of as the separation of religion from civil affairs and the state and may be broadened to a similar position seeking to remove or to minimize the role of religion in any public sphere."
atheism,Secularism,"Secularism may encapsulate anti-clericalism, atheism, agnosticism, naturalism, non-sectarianism, neutrality on topics of religion, or antireligion. Although often conflated with opposition to religion, secularism is concerned with minimizing its role rather than disproving it, and may be either hostile, neutral or hospitable to religion."
atheism,Secularism,"When presented as a philosophy, secularism is another term for naturalism, seeking to interpret life based on principles derived solely from the material world and focusing only on ""temporal"" and material concerns. There are distinct traditions of secularism like the French, Turkish, American and Indian models."
atheism,Secularism,"These differ greatly, from the American emphasis on avoiding an established religion and freedom of belief, to the French interventionist model, and more. The purposes and arguments in support of secularism vary widely, ranging from assertions that it is a crucial element of modernization, or that religion and traditional values are backward and divisive, to the claim that it is the only guarantor of free religious exercise."
atheism,Irreligion,"Irreligion is the absence or rejection of religious beliefs or practices. It encompasses a wide range of viewpoints drawn from various philosophical and intellectual perspectives, including atheism, agnosticism, religious skepticism, rationalism, secularism, and non-religious spirituality."
atheism,Irreligion,"These perspectives can vary, with individuals who identify as irreligious holding diverse beliefs about religion and its role in their lives. Relatively little scholarly research was published on irreligion until around the year 2010."
atheism,Humanism,"Humanism is a philosophical stance that emphasizes the agency and the individual and social potential of human beings, whom it considers the starting point for serious moral and philosophical inquiry. The meaning of the term ""humanism"" has changed according to successive intellectual movements that have identified with it."
atheism,Humanism,"During the Italian Renaissance, Italian scholars inspired by Greek classical scholarship gave rise to the Renaissance humanism movement. During the Age of Enlightenment, humanistic values were reinforced by advances in science and technology, giving confidence to humans in their exploration of the world."
atheism,Humanism,"By the early 20th century, organizations dedicated to humanism flourished in Europe and the United States, and have since expanded worldwide. In the early 21st century, the term generally denotes a focus on human well-being and advocates for human freedom, happiness, autonomy, and progress."
atheism,Humanism,"It views humanity as responsible for the promotion and development of individuals, espouses the equal and inherent dignity of all human beings, and emphasizes a concern for humans in relation to the world. Humanists tend to advocate for human rights, free speech, progressive policies, and democracy."
atheism,Humanism,"Starting in the 20th century, organized humanist movements are mostly non-religious aligned with secularism, with some exceptions such as the Humanist Society which endorses Humanist chaplains. In contemporary usage, humanism as a philosophy refers to a non-theistic view centered on human agency, and a reliance only on science and reason rather than revelation from a divine source to understand the world."
atheism,Humanism,"Many Humanists do not see religion as a precondition of morality, and as such humanists object to excessive religious entanglement with education and the state. Many contemporary secular humanist organizations work under the umbrella of Humanists International."
atheism,Humanism,Well-known humanist associations include Humanists UK and the American Humanist Association.
atheism,Freethought,"Freethought (sometimes spelled free thought) is a social movement espousing unorthodox attitudes and beliefs, formed independently from authority, tradition, revelation, or dogma. The cognitive application of free thought is known as freethinking, and adherents of freethought are known as freethinkers, which the Collins English Dictionary defines as someone ""mentally free from the conventional bonds of tradition or dogma, and thinks independently."" In some contemporary thought in particular, free thought is strongly tied with rejection of traditional social or religious belief systems."
atheism,Freethought,"Freethinkers hold that knowledge should be grounded in facts, scientific inquiry, and logic. The skeptical application of science implies freedom from the intellectually limiting effects of confirmation bias, cognitive bias, conventional wisdom, popular culture, prejudice, or sectarianism."
atheism,Freethought,"The term first came into use in the 17th century in order to refer to people who inquired into the basis of traditional beliefs which were often accepted unquestioningly. Today, freethinking is most closely linked with agnosticism, deism, secularism, humanism, anti-clericalism, and religious critique."
buddhism,Buddhism,"Buddhism, also known as Buddhadharma and Dharmavinaya (transl. ""doctrines and disciplines""), is an Indian religion and philosophy based on teachings attributed to the Buddha, a śramaṇa and religious teacher who lived in the 6th or 5th century BCE."
buddhism,Buddhism,"It is the world's fourth-largest religion, with about 320 million followers, known as Buddhists, who comprise 4.1% of the global population. It originated in the eastern Gangetic plain as a śramaṇa movement in the 5th century BCE, and gradually spread throughout much of Asia via the Silk Road."
buddhism,Buddhism,"Buddhism has since played a significant role in Asian culture and spirituality, eventually spreading to the West in the 20th century. According to tradition, the Buddha taught a path of cultivation that leads to awakening and liberation from dukkha (often translated as 'suffering'; 'unsatisfactoriness') by attaining nirvana, the 'blowing out' (extinguishing) of the passions."
buddhism,Buddhism,"He regarded this path as a Middle Way between extreme asceticism and sensory indulgence, and also between the extremes of eternalism and nihilism. Teaching that dukkha arises alongside attachment or clinging, the Buddha advised meditation practices and ethical precepts rooted in non-harming."
buddhism,Buddhism,"Widely observed teachings include the Four Noble Truths, the Noble Eightfold Path, and the doctrines of dependent origination, karma, and the three marks of existence. Other commonly observed elements include the Triple Gem, the taking of monastic vows, and the cultivation of perfections (pāramitā)."
buddhism,Buddhism,"The Buddhist canon is vast, with philosophical traditions and textual collections in different languages (such as Sanskrit, Pali, Tibetan, and Chinese). Buddhist schools vary in their interpretation of the paths to liberation (mārga, ""path"") as well as the relative importance assigned to various Buddhist texts, and their specific teachings and practices."
buddhism,Buddhism,Two major extant branches of Buddhism are generally recognised by scholars: Theravāda (lit. 'School of the Elders') and Mahāyāna (lit.
buddhism,Buddhism,"The Theravada tradition emphasises the attainment of nirvāṇa (lit. 'extinguishing') as a means of transcending the individual self and ending the cycle of death and rebirth (saṃsāra), while the Mahayana tradition emphasises the Bodhisattva ideal, in which one works for the liberation of all sentient beings."
buddhism,Buddhism,"'Indestructible Vehicle'), a body of teachings incorporating esoteric tantric techniques, may be viewed as a separate branch or as a tradition within Mahāyāna. The Mahāyāna branch, which includes the traditions of Tiantai, Chan, Pure Land, Zen, Nichiren and Tendai, is the largest branch of Buddhism, being predominantly practised in Nepal, Bhutan, China, Malaysia, Vietnam, Taiwan, Korea, and Japan."
buddhism,Buddhism,"The second-largest branch, Theravada, is followed mainly in Myanmar, Thailand, Laos, Cambodia, and Sri Lanka. Tibetan Buddhism, a form of Vajrayāna, is practised in the Himalayan states as well as in Mongolia and Russian Kalmykia and Tuva."
buddhism,Buddhism,"Japanese Shingon also preserves the Vajrayana tradition as transmitted to China. Historically, until the early 2nd millennium, Buddhism was widely practised in the Indian subcontinent before declining there; it also had a foothold to some extent elsewhere in Asia, namely Afghanistan, Turkmenistan, Uzbekistan, and Tajikistan."
buddhism,Gautama Buddha,"Siddhartha Gautama, most commonly referred to as the Buddha (lit. 'the awakened one'), was a wandering ascetic and religious teacher who lived in the eastern Indo-Gangetic Plains during the 6th or 5th century BCE and founded Buddhism."
buddhism,Gautama Buddha,"According to Buddhist legends, he was born in Lumbini, in what is now Nepal, to royal parents of the Shakya clan, but renounced his home life to live as a wandering ascetic. After leading a life of mendicancy, asceticism, and meditation, he attained nirvana at Bodh Gaya in what is now Bihar, India."
buddhism,Gautama Buddha,"The Buddha then wandered through the lower Indo-Gangetic Plain, teaching and building a monastic order (sangha). Buddhist tradition holds he died in Kushinagar (in modern day Uttar Pradesh, India) and reached parinirvana (""final release from conditioned existence"")."
buddhism,Gautama Buddha,"According to Buddhist tradition, the Buddha taught a Middle Way between sensual indulgence and severe asceticism, leading to freedom from ignorance, craving, rebirth, and suffering. His core teachings are summarised in the Four Noble Truths and the Noble Eightfold Path, a training of the mind that includes ethical training and kindness toward others, and meditative practices such as sense restraint, mindfulness, and dhyana (meditation proper)."
buddhism,Gautama Buddha,"Another key element of his teachings are the concepts of the five skandhas and dependent origination, describing how all dharmas (both mental states and concrete 'things') come into being, and cease to be, depending on other dharmas, lacking an existence on their own (svabhava). While in the Nikayas, he frequently refers to himself as the Tathāgata; the earliest attestation of the title Buddha is from the 3rd century BCE, meaning 'Awakened One' or 'Enlightened One'."
buddhism,Gautama Buddha,"His teachings were compiled by the Buddhist community into the Vinaya Piṭaka, containing codes for monastic discipline, and the Sūtra Piṭaka, a collection of discourses attributed to him. These were passed down in Middle Indo-Aryan dialects through an oral tradition."
buddhism,Gautama Buddha,"Later generations composed additional texts, such as systematic treatises known as Abhidharma, biographies of the Buddha, collections of stories about his past lives known as Jataka tales, and additional discourses, i.e., the Mahāyāna sūtras. Buddhism evolved into a variety of traditions and practices, represented by Theravāda, Mahāyāna and Vajrayāna, and spread beyond the Indian subcontinent."
buddhism,Gautama Buddha,"While Buddhism declined in India, and largely disappeared after the 8th century CE due to a loss of popular and economic support, it has grown more prominent in Southeast and East Asia."
buddhism,Bhikkhu,"A bhikkhu (Pali: भिक्खु; Sanskrit: भिक्षु, romanized: bhikṣu) is an ordained male in Buddhist monasticism. Male and female monastics (bhikkhunī) are members of the Sangha (Buddhist community)."
buddhism,Bhikkhu,The lives of all Buddhist monastics are governed by a set of rules called the prātimokṣa or pātimokkha. Their lifestyles are shaped to support their spiritual practice: to live a simple and meditative life and attain nirvana.
buddhism,Bhikkhu,A person under the age of 20 cannot be ordained as a bhikkhu or bhikkhuni but can be ordained as a śrāmaṇera or śrāmaṇērī.
buddhism,Meditation,"Meditation is a practice in which an individual uses a technique or combination of techniques to train attention and awareness and detach from ""discursive, ruminating thought"", achieving a mentally clear and emotionally calm and stable state, while not intending to analyze the effects, to judge its outcomes, or to create any expectation with regard to the process. Meditation techniques are broadly classified into focused (or concentrative) and open monitoring methods."
buddhism,Meditation,"Focused methods involve attention to specific objects like breath or mantras, while open monitoring includes mindfulness and awareness of mental events. Meditation is practiced in numerous religious traditions, though it is also practiced independently from any religious or spiritual influences for its health benefits."
buddhism,Meditation,"The earliest records of meditation (dhyana) are found in the Upanishads, and meditation plays a salient role in the contemplative repertoire of Jainism, Buddhism and Hinduism. Meditation-like techniques are also known in Judaism, Christianity and Islam, in the context of remembrance of and prayer and devotion to God."
buddhism,Meditation,"Asian meditative techniques have spread to other cultures where they have found application in non-spiritual contexts, such as business and health. Mindfulness meditation may produce small to moderate improvements in anxiety, depression, and pain through enhanced self-regulation and brain changes, but evidence is mixed and it is not clearly superior to other active treatments; much of the literature on meditation is preliminary or methodologically limited."
buddhism,Meditation,"Research is ongoing to better understand the effects of meditation on health (psychological, neurological, and cardiovascular) and other areas."
buddhism,Buddhist temple,"A Buddhist temple or Buddhist monastery is the place of worship for adherents of Buddhism. They include the structures called vihara, chaitya, stupa, wat, khurul and pagoda in different regions and languages."
buddhism,Buddhist temple,Temples in Buddhism represent the pure land or pure environment of a Buddha. Traditional Buddhist temples are designed to inspire both inner and outer peace.
buddhism,Buddhist temple,"Buddhist temples follow a set of architectural guides adhering to Buddhist architecture principal, with stylistic derivatives seen throughout South Asia, Southeast Asia, and East Asia."
buddhism,Dharma,"Dharma (; Sanskrit: धर्म, pronounced [dʱɐrmɐ] ) is a key concept in various Indian religions. The term dharma does not have a single, clear translation and conveys a multifaceted idea."
buddhism,Dharma,"Etymologically, it comes from the Sanskrit dhr-, meaning to hold or to support, thus referring to the law that sustains things—from one's life to society, and to the universe at large. Most commonly, dharma refers to an individual's moral responsibilities or duties; the dharma of a farmer differs from the dharma of a soldier, thus making the concept of dharma dynamic."
buddhism,Dharma,"As with the other three puruṣārthas, the concept of dharma is pan-Indian. The antonym of dharma is adharma."
buddhism,Dharma,"In Hinduism, dharma denotes behaviour that is considered to be in accord with Ṛta—the ""order and custom"" that makes life and the universe possible. This includes duties, rights, laws, conduct, virtues, and ethics to form the ""righteous way of living""."
buddhism,Dharma,"Dharma is believed to have a transtemporal validity, and is one of the puruṣārthas. The concept of dharma appears in the earliest Vedic texts, and its meaning and conceptual scope has evolved over several millennia."
buddhism,Dharma,"In Buddhism, dharma (Pali: dhamma) refers to the teachings of the Buddha and to the true nature of reality (which the teachings point to). In Buddhist philosophy, dhamma/dharma is also the term for specific ""phenomena"" and for the ultimate truth."
buddhism,Dharma,"In Jainism, dharma refers to the teachings of Tirthankara (Jina) and the body of doctrine pertaining to purification and moral transformation. In Sikhism, dharma indicates the path of righteousness, proper religious practices, and performing moral duties."
buddhism,Nirvana,"Nirvana, in the Indian religions (Jainism, Hinduism, Buddhism, and Sikhism), is the concept of an individual's passions being extinguished as the ultimate state of salvation, release, or liberation from suffering (duḥkha) and from the cycle of birth and rebirth (saṃsāra). In Indian religions, nirvana is sometimes used as a synonym of moksha and mukti."
buddhism,Nirvana,"All Indian religions assert it to be a state of perfect quietude, freedom, and highest happiness; liberation from attachment and worldly suffering; and the ending of samsara, the cycle of existence. However, non-Buddhist and Buddhist traditions describe these terms for liberation differently."
buddhism,Nirvana,"In Hindu philosophy, it is the union of or the realization of the identity of Atman with Brahman, depending on the Hindu tradition. In Jainism, nirvana is also the soteriological goal, representing the release of a soul from karmic bondage and samsara."
buddhism,Nirvana,"The Buddhist concept of nirvana is the abandonment of the 10 fetters, marking the end of rebirth by stilling the ""fires"" that keep the process of rebirth going."
buddhism,Dalai Lama,"The Dalai Lama (UK: , US: ; Tibetan: ཏཱ་ལའི་བླ་མ་, Wylie: Tā la'i bla ma [táːlɛː láma]) is the spiritual head  of Tibetan Buddhism. The term is part of the full title ""Holiness Knowing Everything Vajradhara Dalai Lama"" given by Altan Khan."
buddhism,Dalai Lama,"He offered it in appreciation to the Gelug school's then-leader, Sonam Gyatso, who received the title in 1578 at Yanghua Monastery. At that time, Sonam Gyatso had just given teachings to the Khan, and so the title of Dalai Lama was also given to the entire tulku lineage."
buddhism,Dalai Lama,"Sonam Gyatso became the 3rd Dalai Lama, while the first two tulkus in the lineage, the 1st Dalai Lama and the 2nd Dalai Lama, were posthumously awarded the title. Since the time of the 5th Dalai Lama in the 17th century, the Dalai Lama has been a symbol of unification of the state of Tibet."
buddhism,Dalai Lama,"The Dalai Lama was an important figure of the Gelug tradition, which was dominant in Central Tibet, but his religious authority went beyond sectarian boundaries, representing Buddhist values and traditions not tied to a specific school. The Dalai Lama's traditional function as an ecumenical figure has been taken up by the 14th Dalai Lama, who has worked to overcome sectarian and other divisions in the exile community and become a symbol of Tibetan nationhood for Tibetans in Tibet and in exile."
buddhism,Dalai Lama,"He is Tenzin Gyatso, who escaped from Lhasa in 1959 during the Tibetan uprising and lives in exile in Dharamshala, India. From 1642 to 1951, the Dalai Lama led the secular government of Tibet."
buddhism,Dalai Lama,"During this period, the Dalai Lamas or their Kalons (regents) led the Tibetan government in Lhasa, known as the Ganden Phodrang. The Ganden Phodrang government officially functioned as a protectorate under Qing China rule and governed all of the Tibetan Plateau while respecting varying degrees of autonomy."
buddhism,Dalai Lama,"After the Qing dynasty collapsed in 1912, the Republic of China (ROC) claimed succession over all former Qing territories, but struggled to establish authority in Tibet. The 13th Dalai Lama declared that Tibet's relationship with China had ended with the Qing dynasty's fall and proclaimed independence, though this was not formally recognized under international law."
buddhism,Dalai Lama,"In 1951, the 14th Dalai Lama ratified the Seventeen Point Agreement with China. In 1959, he revoked the agreement."
buddhism,Dalai Lama,"He initially supported the Tibetan independence movement, but in 1974, he rejected calls for Tibetan independence, agreeing publicly in 2005 that Tibet is part of China. The extent and nature of the Dalai's secular and religious power remains contested."
buddhism,Dalai Lama,"One common interpretation is the mchod yon (མཆོད་ཡོན), often translated as ""priest and patron relationship"". It describes the historical alliance between Tibetan Buddhist leaders and secular rulers, such as the Mongols, Manchus, and Chinese authorities."
buddhism,Dalai Lama,"In this relationship, the secular patron (yon bdag) provides political protection and support to the religious figure, who in turn offers spiritual guidance and legitimacy. Proponents of this theory argue that it allowed Tibet to maintain a degree of autonomy in religious and cultural matters while ensuring political stability and protection."
buddhism,Dalai Lama,"Critics, including Sam van Schaik, contend that the theory oversimplifies the situation and often obscures the political dominance more powerful states exert over Tibet. Historians such as Melvyn Goldstein have called Tibet a vassal state or tributary, subject to external control."
buddhism,Dalai Lama,"During the Yuan dynasty, Tibetan lamas held significant religious influence, but the Mongol Khans had ultimate political authority. Similarly, under the Qing Dynasty, which established control over Tibet in 1720, the region enjoyed a degree of autonomy, but all diplomatic agreements recognized Qing China's sovereign right to negotiate and conclude treaties and trade agreements involving Tibet."
buddhism,Dalai Lama,"Since the 18th century, Chinese authorities have asserted the right to oversee the selection of Tibetan spiritual leaders, including the Dalai and Panchen Lamas. This practice was formalized in 1793 through the ""29-Article Ordinance for the More Effective Governing of Tibet""."
buddhism,Dalai Lama,"According to Tibetan Buddhist doctrine, the Dalai Lama chooses his reincarnation. In recent years, the 14th Dalai Lama has opposed Chinese government involvement, emphasizing that his reincarnation should not be subject to external political influence."
buddhism,Tibetan Buddhism,"Tibetan Buddhism is a form of Buddhism practiced in Tibet, Bhutan, and Mongolia. It also has a sizable number of adherents in the areas surrounding the Himalayas, including the Indian regions of Ladakh, Darjeeling, Sikkim, and Arunachal Pradesh, as well as in Nepal."
buddhism,Tibetan Buddhism,"Smaller groups of practitioners can be found in Central Asia, some regions of China such as Northeast China, Gansu, Yunnan, Xinjiang, Inner Mongolia and some regions of Russia, such as Tuva, Buryatia, and Kalmykia. It was also formerly practiced in the Baltistan region of Pakistan."
buddhism,Tibetan Buddhism,"Tibetan Buddhism evolved as a form of Mahayana Buddhism stemming from the latest stages of Buddhism (which included many Vajrayana elements). It thus preserves many Indian Buddhist tantric practices of the post-Gupta early medieval period (500–1200 CE), along with numerous native Tibetan developments."
buddhism,Tibetan Buddhism,"In the pre-modern era, Tibetan Buddhism spread outside of Tibet primarily due to the influence of the Mongol-led Yuan dynasty, founded by Kublai Khan, who ruled China, Mongolia, and parts of Siberia. In the Modern era, Tibetan Buddhism has spread outside of Asia because of the efforts of the Tibetan diaspora (1959 onwards)."
buddhism,Tibetan Buddhism,"As the Dalai Lama escaped to India, the Indian subcontinent is also known for its renaissance of Tibetan Buddhism monasteries, including the rebuilding of the three major monasteries of the Gelug tradition. Apart from classical Mahāyāna Buddhist practices like the ten perfections, Tibetan Buddhism includes tantric practices, such as deity yoga and the Six Dharmas of Naropa, as well as methods that are seen as transcending tantra, like Dzogchen."
buddhism,Tibetan Buddhism,"The primary language of scriptural study in this tradition is classical Tibetan. Tibetan Buddhism has four major schools, namely Nyingma (8th century), Kagyu (11th century), Sakya (1073), and Gelug (1409)."
buddhism,Tibetan Buddhism,"The Jonang is a smaller school that exists, and the Rimé movement (19th century), meaning ""no sides"", is a more recent non-sectarian movement that attempts to preserve and understand all the different traditions. The predominant spiritual tradition in Tibet before the introduction of Buddhism was Bon, which has been strongly influenced by Tibetan Buddhism (particularly the Nyingma school)."
buddhism,Tibetan Buddhism,"While each of the four major schools is independent and has its own monastic institutions and leaders, they are closely related and intersect with common contact and dialogue."
buddhism,Karma,"Karma (, from Sanskrit: कर्म, IPA: [ˈkɐɾmɐ] ; Pali: kamma) is an ancient Indian concept that refers to an action, work, or deed, and its effect or consequences. In Indian religions, the term more specifically refers to a principle of cause and effect, often descriptively called the principle of karma, wherein individuals' intent and actions (cause) influence their future (effect): Good intent and good deeds contribute to good karma and happier rebirths, while bad intent and bad deeds contribute to bad karma and worse rebirths."
buddhism,Karma,"In some scriptures, however, there is no link between rebirth and karma. In Hinduism, karma is traditionally classified into four types: Sanchita karma (accumulated karma from past actions across lifetimes), Prārabdha karma (a portion of Sanchita karma that is currently bearing fruit and determines the circumstances of the present life), Āgāmi karma (future karma generated by present actions), and Kriyamāṇa karma (immediate karma created by current actions, which may yield results in the present or future)."
buddhism,Karma,"Karma is often misunderstood as fate, destiny, or predetermination. Fate, destiny or predetermination have specific terminology in Sanskrit and are called Prarabdha."
buddhism,Karma,"The concept of karma is closely associated with the idea of rebirth in many schools of Indian religions (particularly in Hinduism, Buddhism, Jainism, and Sikhism), as well as Taoism. In these schools, karma in the present affects one's future in the current life as well as the nature and quality of future lives—one's saṃsāra."
buddhism,Karma,"Many New Agers believe in karma, treating it as a law of cause and effect that assures cosmic balance, although in some cases they stress that it is not a system that enforces punishment for past actions."
